Episode,path
445,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 4, 6]), array([4, 5, 9])]"
446,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 3, 9]), array([4, 2, 9]), array([4, 1, 9]), array([4, 0, 9]), array([ 4, -1,  9])]"
447,"[array([0, 1, 6]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
448,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
449,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
450,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 2, 7]), array([2, 1, 8]), array([1, 0, 7]), array([ 2, -1,  6])]"
451,"[array([2, 2, 9]), array([2, 3, 9]), array([3, 4, 6]), array([4, 3, 7]), array([3, 2, 8]), array([2, 3, 9]), array([3, 4, 6]), array([2, 4, 6]), array([1, 4, 6]), array([0, 4, 6])]"
452,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([2, 5, 6])]"
453,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
454,"[array([0, 2, 7]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([3, 2, 7])]"
455,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 3, 6]), array([4, 3, 6]), array([5, 2, 7])]"
456,"[array([2, 1, 6]), array([3, 1, 6]), array([2, 1, 6]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  1,  8])]"
457,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([3, 2, 7])]"
458,"[array([2, 1, 6]), array([3, 0, 7]), array([3, 1, 7]), array([4, 2, 8]), array([5, 1, 9])]"
459,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([4, 4, 9]), array([5, 3, 8])]"
460,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([5, 5, 6])]"
461,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6])]"
462,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 4, 7]), array([-1,  3,  8])]"
463,"[array([0, 2, 7]), array([-1,  1,  8])]"
464,"[array([0, 2, 7]), array([-1,  1,  8])]"
465,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
466,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 2, 7]), array([2, 1, 8]), array([3, 0, 9]), array([ 2, -1,  6])]"
467,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 4, 7]), array([4, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6])]"
468,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
469,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 3, 9]), array([4, 2, 9]), array([4, 1, 9]), array([3, 0, 6]), array([2, 1, 7]), array([2, 2, 7]), array([1, 1, 8])]"
470,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 3, 6]), array([1, 4, 9]), array([2, 5, 6])]"
471,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
472,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
473,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
474,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 5, 6])]"
475,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
476,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
477,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
478,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
479,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([5, 3, 8])]"
480,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
481,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([2, 1, 7]), array([2, 2, 7]), array([3, 1, 6])]"
482,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
483,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 3, 6]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([1, 1, 8])]"
484,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([1, 1, 8]), array([0, 0, 7]), array([1, 1, 8]), array([0, 0, 7]), array([1, 1, 8])]"
485,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([3, 3, 7]), array([3, 2, 7]), array([3, 3, 7]), array([3, 2, 7])]"
486,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([4, 3, 7]), array([4, 4, 7]), array([5, 3, 6])]"
487,"[array([2, 1, 6]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([2, 4, 9]), array([3, 5, 6])]"
488,"[array([0, 1, 6]), array([-1,  1,  6])]"
489,"[array([0, 1, 6]), array([-1,  2,  7])]"
490,"[array([0, 1, 6]), array([1, 2, 9]), array([2, 3, 6]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
491,"[array([2, 0, 7]), array([2, 1, 7]), array([1, 0, 8]), array([2, 0, 8]), array([3, 0, 8]), array([4, 0, 8]), array([5, 0, 8])]"
492,"[array([2, 0, 7]), array([2, 1, 7]), array([2, 2, 7]), array([3, 1, 6]), array([2, 1, 6]), array([3, 2, 9]), array([4, 1, 8]), array([5, 1, 8])]"
493,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
494,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
495,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
496,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
497,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
498,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
499,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
500,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 2, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 3, 6]), array([0, 3, 6]), array([1, 2, 7]), array([0, 1, 8]), array([-1,  0,  7])]"
501,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([4, 5, 8])]"
502,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
503,"[array([0, 1, 6]), array([1, 2, 9]), array([2, 3, 6]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([4, 5, 8])]"
504,"[array([0, 2, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
505,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
506,"[array([0, 1, 6]), array([-1,  2,  7])]"
507,"[array([2, 1, 6]), array([1, 1, 6]), array([0, 1, 6]), array([-1,  2,  7])]"
508,"[array([0, 0, 9]), array([-1, -1,  6])]"
509,"[array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([0, 3, 9]), array([1, 4, 6]), array([2, 5, 9])]"
510,"[array([2, 2, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
511,"[array([2, 1, 6]), array([3, 2, 9]), array([2, 3, 8]), array([1, 2, 7]), array([0, 1, 8]), array([-1,  0,  7])]"
512,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([4, 3, 6]), array([5, 3, 6])]"
513,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([2, 1, 7]), array([3, 0, 6]), array([4, 1, 9]), array([4, 0, 9]), array([ 4, -1,  9])]"
514,"[array([0, 2, 7]), array([0, 3, 7]), array([-1,  2,  8])]"
515,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
516,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
517,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
518,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
519,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
520,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([1, 1, 8]), array([0, 0, 7]), array([1, 1, 8]), array([0, 2, 9]), array([1, 1, 8])]"
521,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([3, 1, 7]), array([2, 0, 8]), array([ 3, -1,  9])]"
522,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
523,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([2, 5, 6])]"
524,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
525,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
526,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 3, 9]), array([4, 2, 9]), array([3, 1, 6]), array([4, 2, 9]), array([3, 3, 8]), array([2, 2, 7]), array([3, 1, 6])]"
527,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
528,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 2, 6]), array([4, 3, 9]), array([5, 4, 6])]"
529,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
530,"[array([2, 2, 9]), array([3, 1, 8]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 4, 8])]"
531,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([4, 4, 8])]"
532,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 4, 8])]"
533,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([1, 1, 6]), array([2, 0, 7]), array([ 1, -1,  8])]"
534,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 2, 9]), array([2, 3, 9]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6])]"
535,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
536,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 4, 8])]"
537,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
538,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
539,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 1, 8]), array([4, 1, 8]), array([5, 1, 8])]"
540,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 5, 7])]"
541,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
542,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 5, 6])]"
543,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
544,"[array([0, 2, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 3, 7]), array([0, 4, 7]), array([0, 3, 7]), array([0, 4, 7]), array([1, 5, 8])]"
545,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
546,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([4, 5, 8])]"
547,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
548,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
549,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
550,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([4, 3, 8]), array([5, 2, 9])]"
551,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
552,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
553,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
554,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
555,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
556,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
557,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
558,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 4, 8])]"
559,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
560,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
561,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
562,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
563,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
564,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
565,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 4, 9])]"
566,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([4, 5, 9])]"
567,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
568,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
569,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 5, 8])]"
570,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
571,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
572,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
573,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([5, 3, 6])]"
574,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
575,"[array([0, 1, 6]), array([-1,  1,  6])]"
576,"[array([0, 1, 6]), array([1, 2, 9]), array([2, 3, 6]), array([1, 3, 6]), array([0, 2, 9]), array([-1,  3,  8])]"
577,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
578,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
579,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
580,"[array([2, 1, 6]), array([3, 0, 7]), array([ 2, -1,  8])]"
581,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
582,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
583,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
584,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
585,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
586,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 5, 6])]"
587,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
588,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
589,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 3, 8]), array([0, 4, 9]), array([1, 5, 6])]"
590,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
591,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
592,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([3, 1, 6]), array([4, 2, 9]), array([3, 3, 8]), array([2, 4, 9]), array([3, 5, 6])]"
593,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([5, 5, 6])]"
594,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([4, 1, 6]), array([5, 2, 9])]"
595,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 3, 6]), array([3, 4, 7]), array([3, 3, 7]), array([3, 2, 7]), array([4, 1, 6]), array([5, 2, 9])]"
596,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([2, 1, 7]), array([3, 0, 6]), array([4, 1, 9]), array([3, 0, 6]), array([4, 1, 9])]"
597,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
598,"[array([2, 1, 6]), array([3, 2, 9]), array([4, 1, 8]), array([3, 0, 7]), array([ 4, -1,  6])]"
599,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 2, 7]), array([5, 1, 6])]"
600,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
601,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([2, 3, 7]), array([3, 4, 8])]"
602,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
603,"[array([0, 2, 7]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
604,"[array([0, 2, 7]), array([-1,  3,  6])]"
605,"[array([0, 2, 7]), array([-1,  3,  6])]"
606,"[array([0, 2, 7]), array([-1,  3,  6])]"
607,"[array([0, 2, 7]), array([-1,  1,  8])]"
608,"[array([2, 0, 7]), array([ 1, -1,  8])]"
609,"[array([2, 0, 7]), array([ 1, -1,  8])]"
610,"[array([0, 2, 7]), array([-1,  3,  6])]"
611,"[array([2, 2, 9]), array([2, 3, 9]), array([2, 4, 9]), array([2, 5, 9])]"
612,"[array([0, 2, 7]), array([-1,  3,  6])]"
613,"[array([0, 2, 7]), array([-1,  3,  6])]"
614,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
615,"[array([2, 0, 7]), array([2, 1, 7]), array([3, 0, 6]), array([2, 0, 6]), array([1, 0, 6]), array([0, 0, 6]), array([-1,  0,  6])]"
616,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
617,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
618,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([3, 1, 8]), array([4, 1, 8]), array([5, 1, 8])]"
619,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
620,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
621,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([1, 3, 8]), array([2, 4, 7]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
622,"[array([0, 2, 7]), array([-1,  3,  6])]"
623,"[array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([2, 1, 9]), array([3, 2, 6]), array([2, 3, 7]), array([3, 4, 8])]"
624,"[array([2, 2, 9]), array([3, 3, 6]), array([4, 4, 9]), array([3, 3, 6]), array([2, 3, 6]), array([1, 4, 7]), array([0, 5, 6])]"
625,"[array([0, 1, 6]), array([-1,  2,  7])]"
626,"[array([0, 1, 6]), array([-1,  1,  6])]"
627,"[array([0, 1, 6]), array([-1,  1,  6])]"
628,"[array([0, 1, 6]), array([-1,  1,  6])]"
629,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
630,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
631,"[array([2, 0, 7]), array([ 1, -1,  8])]"
632,"[array([2, 0, 7]), array([ 1, -1,  8])]"
633,"[array([2, 0, 7]), array([ 1, -1,  8])]"
634,"[array([2, 0, 7]), array([ 1, -1,  8])]"
635,"[array([2, 0, 7]), array([ 1, -1,  8])]"
636,"[array([2, 0, 7]), array([ 1, -1,  8])]"
637,"[array([2, 0, 7]), array([ 1, -1,  8])]"
638,"[array([2, 0, 7]), array([ 1, -1,  8])]"
639,"[array([2, 0, 7]), array([ 1, -1,  8])]"
640,"[array([2, 0, 7]), array([ 1, -1,  8])]"
641,"[array([2, 0, 7]), array([ 1, -1,  8])]"
642,"[array([2, 0, 7]), array([ 1, -1,  8])]"
643,"[array([2, 0, 7]), array([ 1, -1,  8])]"
644,"[array([2, 0, 7]), array([ 1, -1,  8])]"
645,"[array([2, 0, 7]), array([ 1, -1,  8])]"
646,"[array([2, 0, 7]), array([ 1, -1,  8])]"
647,"[array([2, 0, 7]), array([ 1, -1,  8])]"
648,"[array([2, 0, 7]), array([ 1, -1,  8])]"
649,"[array([2, 0, 7]), array([ 1, -1,  8])]"
650,"[array([2, 0, 7]), array([2, 1, 7]), array([1, 0, 8]), array([ 0, -1,  7])]"
651,"[array([2, 0, 7]), array([ 1, -1,  8])]"
652,"[array([0, 2, 7]), array([-1,  3,  6])]"
653,"[array([2, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 1, 6]), array([4, 1, 6]), array([3, 2, 7]), array([4, 3, 8]), array([5, 2, 9])]"
654,"[array([0, 2, 7]), array([-1,  3,  6])]"
655,"[array([0, 2, 7]), array([-1,  3,  6])]"
656,"[array([0, 2, 7]), array([-1,  3,  6])]"
657,"[array([0, 2, 7]), array([-1,  3,  6])]"
658,"[array([0, 2, 7]), array([-1,  3,  6])]"
659,"[array([0, 2, 7]), array([-1,  1,  8])]"
660,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 1, 6])]"
661,"[array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
662,"[array([2, 2, 9]), array([1, 1, 6]), array([2, 2, 9]), array([1, 3, 8]), array([2, 2, 9]), array([3, 3, 6]), array([2, 4, 7]), array([3, 5, 8])]"
663,"[array([2, 0, 7]), array([ 1, -1,  8])]"
664,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([3, 5, 8])]"
665,"[array([0, 0, 9]), array([ 0, -1,  9])]"
666,"[array([0, 0, 9]), array([ 0, -1,  9])]"
667,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([1, 5, 6])]"
668,"[array([2, 2, 9]), array([3, 1, 8]), array([2, 0, 7]), array([ 1, -1,  8])]"
669,"[array([2, 2, 9]), array([3, 1, 8]), array([2, 0, 7]), array([ 3, -1,  6])]"
670,"[array([2, 2, 9]), array([1, 1, 6]), array([0, 2, 7]), array([-1,  3,  6])]"
671,"[array([0, 2, 7]), array([-1,  3,  6])]"
672,"[array([0, 2, 7]), array([-1,  3,  6])]"
673,"[array([0, 2, 7]), array([-1,  3,  6])]"
674,"[array([0, 2, 7]), array([-1,  3,  6])]"
675,"[array([0, 2, 7]), array([-1,  3,  6])]"
676,"[array([0, 2, 7]), array([-1,  3,  6])]"
677,"[array([0, 2, 7]), array([-1,  3,  6])]"
678,"[array([0, 2, 7]), array([-1,  3,  6])]"
679,"[array([0, 2, 7]), array([-1,  3,  6])]"
680,"[array([0, 2, 7]), array([-1,  3,  6])]"
681,"[array([0, 2, 7]), array([-1,  3,  6])]"
682,"[array([2, 2, 9]), array([2, 3, 9]), array([1, 2, 6]), array([0, 3, 7]), array([-1,  4,  6])]"
683,"[array([0, 2, 7]), array([-1,  3,  6])]"
684,"[array([2, 2, 9]), array([1, 3, 8]), array([2, 4, 7]), array([2, 3, 7]), array([2, 2, 7]), array([3, 3, 8]), array([4, 4, 7]), array([5, 5, 8])]"
685,"[array([0, 2, 7]), array([0, 1, 7]), array([1, 2, 8]), array([2, 3, 7]), array([3, 4, 8])]"
686,"[array([0, 2, 7]), array([-1,  3,  6])]"
687,"[array([0, 2, 7]), array([-1,  3,  6])]"
688,"[array([0, 1, 6]), array([-1,  1,  6])]"
689,"[array([2, 0, 7]), array([ 1, -1,  8])]"
